;Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
2940;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0716812 EDI ESCRITORA CLARICE LISPECTOR;33149291;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;DE JACAREPAGUA, 2166 ITANHANGA. 22753-032 Rio de Janeiro - RJ.;(21) 24933215;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.976253500000002;-43.32547279999999
2941;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0918087 ESCOLA MUNICIPAL PROFESSORA SONIA MARIA MALTEZ FERNANDEZ;33149305;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA CONSOLACAO, S/N.º CAMPO GRANDE. 23040-005 Rio de Janeiro - RJ.;(21) 33141771;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-22.9196737;-43.54772211
2942;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;1019631 CRECHE MUNICIPAL MAOS PEQUENAS;33149321;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA NELSON PIAHUY DOURADO, 510 URUCANIA. PACIENCIA. 23570-420 Rio de Janeiro - RJ.;(21) 31585192;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.9115147;-43.654570899999996
2943;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO PARANAPUA;33149410;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA JAIME PERDIGAO, 438 ILHA DO GOVERNADOR. TAUA. 21920-240 Rio de Janeiro - RJ.;(21) 24624946;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-22.79946;-43.196709999999996
2944;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ACAO 1;33149437;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ESTRADA DO TINDIBA, 1896 TAQUARA. 22740-362 Rio de Janeiro - RJ.;(21) 24249423;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-22.92411;-43.37173
2945;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ACAO 1;33149445;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ESTRADA CURUMAU, 330 TAQUARA. 22723-010 Rio de Janeiro - RJ.;(21) 34321040;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-22.91724;-43.39946
2946;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL PEQUENA CRUZADA;33149453;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA VITOR MAURTUA, 10 LAGOA. 22471-200 Rio de Janeiro - RJ.;(21) 25793983;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-22.96473;-43.20304
2947;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL RODRIGUES SILVA;33149470;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA DOUTOR NOGUCHI, 379 RAMOS. 21060-420 Rio de Janeiro - RJ.;(21) 38675684;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.85954;-43.26664
2948;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO CURSO INTELLECTUS - UNIDADE MEIER II;33149542;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA VENCESLAU, 224 MEIER. 20735-160 Rio de Janeiro - RJ.;(21) 32599575;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-22.90191946;-43.284634000000004
2949;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO E CURSO PROSPER;33149771;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SARGENTO JOAO LOPES 60 JARDIM CARIOCA, 21931-420 Rio de Janeiro - RJ.;(21) 33664644;Privada;Particular;Não;Não;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-22.81146;-43.19124
2950;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SISTEMA ELITE DE ENSINO;33149780;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA EWBANCK DA CAMARA, 85 MADUREIRA. 21310-150 Rio de Janeiro - RJ.;(21) 33904124;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-22.878870000000003;-43.33141
2951;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO SAO FABIANO LTDA;33149801;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA LUSITANIA, 179 PENHA CIRCULAR. 21011-630 Rio de Janeiro - RJ.;(21) 25605552;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.82834;-43.27816
2952;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA ESTRELA DO AMANHA LTDA;33150044;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA JOAO ROMARIZ, 86 RAMOS. 21031-700 Rio de Janeiro - RJ.;(21) 25618484;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.85424;-43.25777
2953;ESCOLA PARALISADA;ADN JUNIOR COLEGIO LTDA;33150052;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA OLDEGARD SAPUCAIA, 17 MEIER. 20710-005 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.90246;-43.27945
2954;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL PINTANDO NOSSO MUNDO;33150060;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA FELISBELO FREIRE, 367/371 RAMOS. 21031-250 Rio de Janeiro - RJ.;(21) 38854050;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.84807;-43.25956
2955;ESCOLA PARALISADA;CENTRO EDUCACIONAL LEMOS DA SILVA;33150079;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA SIZENANDO NABUCO, RUA SIZENA MANGUINHOS. 21041-250 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.8745588;-43.2496108
2956;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;FUTURO CERTO;33150087;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA BRAZ DE PINA, 1691 CASA 2. BRAZ DE PINA. 21235-602 Rio de Janeiro - RJ.;(21) 24815375;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.83758;-43.31429
2957;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE E PRE ESCOLA MEUS PEQUENOS ANJINHOS LTDA;33150095;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA JEQUIRICA, 806 FDS. PENHA. 21020-350 Rio de Janeiro - RJ.;(21) 22906534;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.834210000000002;-43.270270000000004
2958;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL JOEL MARIO - CASA DE JOEL;33150109;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ANTONIO JOAO, 1381 CORDOVIL. 21250-150 Rio de Janeiro - RJ.;(21) 36490658;Privada;Comunitária;Sim;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.8301513;-43.307579700000005
2959;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SENAI JACAREPAGUA;33150346;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA GEREMARIO DANTAS, 940 PECHINCHA. 22743-010 Rio de Janeiro - RJ.;(21) 33123786;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Profissional;;-22.93375;-43.35273
2960;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0918613 CRECHE MUNICIPAL PROFESSORA FLORA SANTINA FERRARI BRAZ;33150354;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;ESTRADA DO LAMEIRAO, 145 SANTISSIMO. 23092-031 Rio de Janeiro - RJ.;(21) 34627237;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.877771300000003;-43.5238148
2961;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;1202701 CREJA CENTRO MUNICIPAL DE REFERENCIA DE EDUCACAO DE JOVENS E ADULTOS;33150362;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA DA CONCEICAO, 74 CENTRO. 20051-012 Rio de Janeiro - RJ.;(21) 22249817;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação de Jovens Adultos;;-22.9029516;-43.182769799999996
2962;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0817614 CRECHE MUNICIPAL FAZENDA COQUEIROS II;33150370;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;TRAVESSA URANO, S/Nº BANGU. 21860-545 Rio de Janeiro - RJ.;(21) 34240732;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.8694024;-43.4956126
2963;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0817615 CRECHE MUNICIPAL VILA UNIAO DA PAZ;33150389;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA SARGENTO JOAO LIMA, S/Nº BANGU. 21860-190 Rio de Janeiro - RJ.;(21) 34686927;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.863685;-43.457609999999995
2964;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL 1 2 3 E JA;33150400;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MAGALHAES COUTO, 166 MEIER. 20735-180 Rio de Janeiro - RJ.;(21) 25946284;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.90288;-43.28567
2965;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA TECNICA CENIB;33150443;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA RIO BRANCO, 257 2º. CENTRO. 20040-009 Rio de Janeiro - RJ.;(21) 22622001;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;;;-22.91156;-43.17498
2966;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INSTITUTO DE EDUCACAO SOL E LUA;33150494;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA VAZ DA COSTA, 82 INHAUMA. 20760-510 Rio de Janeiro - RJ.;(21) 32749263;Privada;Particular;Não;Não;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.877835;-43.2891217
2967;ESCOLA PARALISADA;CENTRO EDUCACIONAL CASA DA CRIANCA;33150630;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;ESTRADA DE SEPETIBA, 144B SANTA CRUZ. 23520-040 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.9463358;-43.6762594
2968;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;1019626 CRECHE MUNICIPAL PEDRINHO;33150710;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;ESTRADA DA ESTIVA, S/Nº SEPETIBA. 23530-075 Rio de Janeiro - RJ.;(21) 33177612;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-22.9614307;-43.686401200000006
2969;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;1019627 CRECHE MUNICIPAL VOVO BENTA;33150729;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA SETE, ESQUINA COM RUA 8. SEPETIBA. 23547-070 Rio de Janeiro - RJ.;(21) 31581847;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.9563528;-43.691193
2970;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;1019625 CRECHE MUNICIPAL NARIZINHO;33150737;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA 28, ESQUINA C/ AVENIDA 5, S/N NOVA SEPETIBA. SEPETIBA. 23547-280 Rio de Janeiro - RJ.;(21) 33178268;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.961474300000003;-43.68987
2971;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;1019630 CRECHE MUNICIPAL ESTRELA DALVA;33150745;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA PROJETADA C, S/Nº ESTRELA DALVA. SANTA CRUZ. 23575-381 Rio de Janeiro - RJ.;(21) 24184860;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.4814951;-41.9461483
2972;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA MICHAELIS DO RIO DE JANEIRO;33150818;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA VISCONDE DE CARAVELAS, 20 CASA. BOTAFOGO. 22271-022 Rio de Janeiro - RJ.;(21) 41097615;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-22.955560000000002;-43.19207
2973;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;OS BATUTINHAS ESPACO DE EDUCACAO INFANTIL LTDA;33150907;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ALMIRANTE SADDOCK DE SA, 119 CASA. IPANEMA. 22411-040 Rio de Janeiro - RJ.;(21) 38131266;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.98033;-43.20192
2974;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ETE DE SAUDE HERBERT JOSE DE SOUZA;33151385;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA CLARIMUNDO DE MELO, 847 QUINTINO BOCAIUVA. 21311-281 Rio de Janeiro - RJ.;(21) 23324159;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Profissional;;-22.89262;-43.32435
2975;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA PEQUENOS PENSADORES LTDA;33151474;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PROFESSOR GABIZO, 160 TIJUCA. 20271-061 Rio de Janeiro - RJ.;(21) 32344565;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.918229999999998;-43.21979
2976;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA PRIMEIRO MUNDO;33151504;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA COMANDANTE PRAT, 35 TIJUCA. 20540-020 Rio de Janeiro - RJ.;(21) 25676738;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.917360000000002;-43.23063
2977;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;VIDAE ESCOLA DE EDUCACAO INTEGRAL LTDA -ME;33151539;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA UBERABA, 45 ESCOLA. GRAJAU. 20561-240 Rio de Janeiro - RJ.;(21) 30853027;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.92534;-43.25414
2978;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA CRIANCA FELIZ;33151873;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA CESARIO DE MELO, 829 SENADOR VASCONCELOS. 23085-110 Rio de Janeiro - RJ.;(21) 34966864;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.89825;-43.548790000000004
2979;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC ESTRELA DA MANHA;33151881;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MAURO FERREIRA LEAO, 140 CAMPO GRANDE. 23093-515 Rio de Janeiro - RJ.;(21) 24063061;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.87959;-43.535759999999996
2980;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE INSTITUCIONAL DOUTOR PAULO NIEMEYER;33151920;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;GRANDE USUARIO RUA AFONSO CAVALCANTI 455 BLOCO II, CRECHE. CIDADE NOVA. 20211-900 Rio de Janeiro - RJ.;(21) 29763160;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
2981;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA MENINOS DE LUZ;33151962;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SAINT ROMAN, 142 E 146 COPACABANA. 22071-060 Rio de Janeiro - RJ.;(21) 25229524;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.980999999999998;-43.19571
2982;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO SOCIAL DA MULHER UEGA;33152004;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;TRAVESSA ESPERANCA, 37 2º ANDAR. GAVEA. 22451-610 Rio de Janeiro - RJ.;(21) 24223235;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
2983;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0209607 CRECHE MUNICIPAL SOLANGE MARIA MAGALHAES;33152012;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA SENADOR NABUCO, 248 VILA ISABEL. 20551-230 Rio de Janeiro - RJ.;(21) 22785418;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.913259699999998;-43.252599
2984;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0312603 CRECHE MUNICIPAL RENASCER;33152020;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;AVENIDA ENGENHEIRO JOSE DE CASTRO, 24 DEL CASTILHO. 20760-040 Rio de Janeiro - RJ.;(21) 32774215;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.880475399999998;-43.2790836
2985;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;1019632 CRECHE MUNICIPAL MIRIAM PIRES;33152039;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA 09, S/Nº JARDIM PALMARES. SANTA CRUZ. 23066-180 Rio de Janeiro - RJ.;(21) 33955928;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.8879709;-43.6356073
2986;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SISTEMA ELITE DE ENSINO;33152276;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SAO FRANCISCO XAVIER, 107 TIJUCA. 20550-010 Rio de Janeiro - RJ.;(21) 32699321;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-22.91497;-43.21848
2987;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;GRUPO EDUCACIONAL MOPI LTDA - UNIDADE INTEGRADO I;33152314;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MARQUES DE VALENCA, 141 TIJUCA. 20550-030 Rio de Janeiro - RJ.;(21) 22047301;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-22.92023;-43.22583
2988;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ICARO LTDA;33152322;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA CORONEL JOAO OLINTHO, 630 RECREIO DOS BANDEIRANTES. 22790-170 Rio de Janeiro - RJ.;(21) 24375867;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-23.013241620408163;-43.458010185714286
2989;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL VASCO DA GAMA;33152330;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GENERAL ALMERIO DE MOURA, 131 VASCO DA GAMA. 20921-060 Rio de Janeiro - RJ.;(21) 21767341;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-22.89189;-43.22838
2990;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE SANTANA IRMA ANCILA;33152373;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GODOFREDO VIANA, 64 TANQUE. 22730-020 Rio de Janeiro - RJ.;(21) 24233168;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.9117687;-43.3656825
2991;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SEMEAR DESAFIOS EDUCACAO INFANTIL;33152403;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA DAS MARGARIDAS, 384 VILA VALQUEIRE. 21330-530 Rio de Janeiro - RJ.;(21) 24530749;Privada;Particular;Não;Não;Até 50 matrículas de escolarização;Educação Infantil;;-22.88156;-43.362429999999996
2992;ESCOLA PARALISADA;ESIL EDUCACIONAL;33152438;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA SANTA SOFIA, 133 TIJUCA. 20540-090 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.92173;-43.23155
2993;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ESTELINHA MAGICA DO MILLENIUM;33152446;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ESTRADA DE JACAREPAGUA, 3502 LOTE 43. JACAREPAGUA. 22753-211 Rio de Janeiro - RJ.;(21) 31163090;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-22.97144256;-43.33469704
