;Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
2879;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO PROFISSIONALIZANTE SANTOS MAIA LTDA;33147728;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ARACAJU, N 5 RUA ARACAJU. CAMPO GRANDE. 23080-070 Rio de Janeiro - RJ.;(21) 24150541;Privada;Particular;Não;Não;Entre 501 e 1000 matrículas de escolarização;Ensino Médio, Educação Profissional, Educação de Jovens Adultos;;-22.5110933;-41.9159314
2880;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL VIANA DO COUTO;33147736;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA HURON, 142 ANCHIETA. 21645-290 Rio de Janeiro - RJ.;(21) 30192327;Privada;Particular;Não;Não;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8190034;-43.3987872
2881;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA TECNICA ELECTRA;33147744;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA DOS ANDRADAS, 96 201,204 E 207 SBLJ. CENTRO. 20051-002 Rio de Janeiro - RJ.;(21) 25183344;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;;;-22.90071;-43.18242
2882;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL TIA SHEILA;33147779;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ESTRADA DO MORGADINHO, 16 GUARATIBA. 23020-070 Rio de Janeiro - RJ.;(21) 24103149;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-22.997989999999998;-43.5401
2883;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO PALAS;33147809;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ATHOS BULCAO, 240 RUA SERVIDAO D,. RECREIO DOS BANDEIRANTES. 22790-661 Rio de Janeiro - RJ.;(21) 34189901;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-23.01015;-43.46195
2884;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL XV DE OUTUBRO;33147914;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA JOSE MOREIRA PEQUENO, 20 MANGUINHOS. 21041-610 Rio de Janeiro - RJ.;(21) 25739112;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.87531;-43.23623
2885;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL UNIVERSO DO SABER;33148040;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA CAPITAO CARLOS, 509 BONSUCESSO. 21042-150 Rio de Janeiro - RJ.;(21) 31046691;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.86135;-43.24255
2886;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ALGODAO DOCE;33148163;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ALVARO ALBERTO, 965 CASA. SANTA CRUZ. 23550-000 Rio de Janeiro - RJ.;(21) 33950685;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.921860000000002;-43.68971
2887;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL PEDACO DO CEU LTDA ME;33148180;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ESTRADA DA CAPOEIRA GRANDE, 141 LT 27 E 28. GUARATIBA. 23026-220 Rio de Janeiro - RJ.;(21) 34048051;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.9901;-43.63456
2888;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ALDA MONTEIRO;33148201;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ANGELO PEZZUTI DA SILVA, PACIENCIA. 23573-190 Rio de Janeiro - RJ.;(21) 31570022;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.9145;-43.65378
2889;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE MATERNAL TURMA DO BALAO DO RECREIO LTDA;33148210;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA AIRES DA MATA MACHADO FILHO, 42 RECREIO DOS BANDEIRANTES. 22795-460 Rio de Janeiro - RJ.;(21) 24370541;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-23.018799;-43.4595882
2890;ESCOLA PARALISADA;SOCIEDADE EDUCACIONAL MUNDO INFANTIL;33148228;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA LUCAIA, 28 TAQUARA-JACAREPAGUA. 22720-250 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.9171171;-43.3863013
2891;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA PEDRA DA GAVEA;33148295;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PROFESSOR MILWARD, 110 BARRA DA TIJUCA. 22611-070 Rio de Janeiro - RJ.;(21) 24940440;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.00737;-43.29459
2892;ESCOLA PARALISADA;CRECHE ESC AQUARELANDO LTDA;33148309;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA DOUTOR BERNARDINO, RUA DOUTOR PRACA SECA. 21320-020 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.8951164;-43.3499504
2893;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;TXAI ESPACO DE EDUCACAO INFANTIL;33148325;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AV GENARO DE CARVALHO, 281 CASA. RECREIO DOS BANDEIRANTES. 22790-072 Rio de Janeiro - RJ.;(21) 24374488;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.0139362;-43.448162599999996
2894;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE CASA DA CRIANCA;33148333;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA CLARIMUNDO DE MELO, 847 QUINTINO BOCAIUVA. 21311-281 Rio de Janeiro - RJ.;(21) 23324135;Estadual;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-22.893786900000002;-43.32576546348719
2895;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA OFICINA DA CRIANCA;33148350;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA JOAO GERALDO KUHLMAN, 25 BARRA DA TIJUCA. 22793-264 Rio de Janeiro - RJ.;(21) 33119900;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.9952178010717;-43.3907612599432
2896;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIRANDA DO RECREIO;33148368;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GELSON FONSECA, 125 RECREIO DOS BANDEIRANTES. 22790-260 Rio de Janeiro - RJ.;(21) 24976038;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.011039999999998;-43.44758
2897;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA PARQUE - BARRA;33148376;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PEDRA DE ITAUNA, 111 BARRA DA TIJUCA. 22793-390 Rio de Janeiro - RJ.;(21) 35284450;Privada;Particular;Não;Sim;Mais de 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-23.0045360281801;-43.424671696275794
2898;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA BRITANICA THE BRITISH SCHOOL RIO DE JANEIRO BARRA;33148384;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MARIO AUTUORI, 100 BARRA DA TIJUCA. 22793-276 Rio de Janeiro - RJ.;(21) 33292854;Privada;Particular;Não;Sim;Mais de 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-22.995910000000002;-43.391290000000005
2899;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;VIRA-VIROU ESCOLA BRASILEIRA DA INFANCIA;33148392;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GUILHERME BAPTISTA, 451 CASA. RECREIO DOS BANDEIRANTES. 22790-160 Rio de Janeiro - RJ.;(21) 24874711;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-23.013479999999998;-43.45485
2900;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEDRO-CENTRO EDUCACIONAL DANIEL RODRIGUES;33148406;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;ESTRADA CAPENHA, 937 PECHINCHA. 22743-041 Rio de Janeiro - RJ.;(21) 24246748;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.93065;-43.34805
2901;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA SONHO MEU;33148422;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ITUVERAVA, 178 ANIL. 22765-003 Rio de Janeiro - RJ.;(21) 24264691;Privada;Particular;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.95034;-43.34149
2902;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SOCIEDADE EDUCACIONAL AUGUSTO DE LIMA;33148457;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA CAIRUCU, 612 VILA VALQUEIRE. 21330-180 Rio de Janeiro - RJ.;(21) 33552554;Privada;Particular;Não;Não;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.88022;-43.373290000000004
2903;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESC DESCOBRINDO O MUNDO;33148465;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA BARONESA, 141 PRACA SECA. 21321-000 Rio de Janeiro - RJ.;(21) 30177272;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.89477;-43.35452
2904;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JD ESC SONHOS DO AMANHA;33148473;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA FELIX BERNARDELLI, 40 CAMPO GRANDE. 23078-030 Rio de Janeiro - RJ.;(21) 32925283;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.87821;-43.58375
2905;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA TEMPO DE CONSTRUIR SIMPLES LTDA;33148481;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA URANOS, 787 MANGUINHOS. 21060-070 Rio de Janeiro - RJ.;(21) 35634780;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.85967;-43.25828
2906;ESCOLA PARALISADA;CENTRO EDUCACIONAL SILVA FERNANDES;33148490;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA BARREIROS, 618/624 RAMOS. 21031-753 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.85108;-43.25557
2907;ESCOLA PARALISADA;CENTRO EDUCACIONAL MULTIPLA ESCOLHA;33148538;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA ANTONIO DO CARMO, RUA ANTONI PENHA CIRCULAR. 21210-280 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.8394604;-43.294187
2908;ESCOLA PARALISADA;CRECHE ESCOLA VIVER E CONVIVER;33148546;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;AVENIDA DARCY BITTENCOURT COSTA, AVENIDA DA OLARIA. 21073-140 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;;
2909;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SOCIEDADE EDUCACIONAL GILDA RIBEIRO;33148562;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA AIMORE, 85 PENHA. 21070-230 Rio de Janeiro - RJ.;(21) 25614088;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8411;-43.28235
2910;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA PIMPOLHO;33148570;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA COLINA, 36 JARDIM GUANABARA. 21931-380 Rio de Janeiro - RJ.;(21) 24631425;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.80676;-43.20644
2911;ESCOLA PARALISADA;CENTRO EDUCACIONAL GOTAS DO SABER;33148597;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;R MINISTRO MOREIRA DE ABREU, R MINISTRO OLARIA. 21071-485 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;;
2912;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO NACIONAL;33148627;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA NELSON CARDOSO, 957 TAQUARA. 22730-001 Rio de Janeiro - RJ.;(21) 24233093;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-22.9213;-43.370740000000005
2913;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST BRASILEIRO DE PODOLOGIA;33148635;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;TRAVESSA SANTA MARTINHA, 103 ABOLICAO. 20751-020 Rio de Janeiro - RJ.;(21) 25965442;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;;;-22.884120000000003;-43.30126
2914;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO SANTORO LTDA ME;33148686;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA URURAI, 1377 HONORIO GURGEL. 21660-480 Rio de Janeiro - RJ.;(21) 31063219;Privada;Particular;Não;Em Tramitação;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.84281;-43.37722
2915;ESCOLA PARALISADA;INSTITUTO EDUC MEU PEQUENO MUNDO;33148694;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;ESTRADA DO COMBOATA, ESTRADA DO GUADALUPE. 21660-005 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;;
2916;ESCOLA PARALISADA;CENTRO EDUCACIONAL CASTRO E PIRES LTDA ME;33148708;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA BRICIO FILHO, 286 GUADALUPE. 21660-290 Rio de Janeiro - RJ.;;Privada;Não Informado;Não;;;;;-22.83567;-43.37768
2917;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESC SONHO DE CRIANCA;33148732;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA SARGENTO BENEDITO DA SILVA, 55 PAVUNA. 21532-430 Rio de Janeiro - RJ.;(21) 24742956;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.80529;-43.359609999999996
2918;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO E CULTURA ALPHA;33148767;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA PIO DUTRA, 549 573. FREGUESIA ILHA DO GOVERNADOR. 21911-200 Rio de Janeiro - RJ.;(21) 33960668;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-22.7934;-43.17558
2919;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA TIA NEUMA GONCALVES;33148791;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;R SANTOS MELLO, 73P AREA 3. SAO FRANCISCO XAVIER. 20960-030 Rio de Janeiro - RJ.;(21) 34370741;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;;
2920;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO PEDAGOGICO ESPACO DO SABER LTDA;33148805;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA MAXWELL, 28 VILA ISABEL. 20541-100 Rio de Janeiro - RJ.;(21) 34498523;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.91678;-43.23748
2921;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO INTEGRADO DE ARTES TABLADO;33148813;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;AVENIDA LINEU DE PAULA MACHADO, 795 3º ANDAR. LAGOA. 22470-040 Rio de Janeiro - RJ.;(21) 22399085;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-22.96535;-43.216879999999996
2922;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE E PRE ESCOLA SAO COSME E SAO DAMIAO;33148821;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA LEOPOLDO, 434 ANDARAI. 20541-170 Rio de Janeiro - RJ.;(21) 22788590;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.92856;-43.252390000000005
2923;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EDEM;33148848;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GAGO COUTINHO, 14 LARANJEIRAS. 22221-070 Rio de Janeiro - RJ.;(21) 32358080;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.93048136;-43.18035492
2924;ESCOLA PARALISADA;JARDIM ESCOLA LAPIS MAGICO LTDA;33148872;RJ;Rio de Janeiro;Urbana;Não Informado;Privada;RUA GOIAS, QUINTINO BOCAIUVA. 21380-010 Rio de Janeiro - RJ.;(21) 33152748;Privada;Não Informado;Não;;;;;-22.8869205;-43.3237391
2925;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO SAO BERNARDO LTDA;33148880;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA TACARATU, 26 HONORIO GURGEL. 21555-010 Rio de Janeiro - RJ.;(21) 30159547;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.84835;-43.36058
2926;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA BELA AURORA;33148902;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;R NUASSU, 250 HONORIO GURGEL. 21555-190 Rio de Janeiro - RJ.;(21) 38304768;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;;
2927;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUC OLIVEIRA REIS LTDA;33148929;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA CANANEIA, 164 B. OSWALDO CRUZ. 21550-150 Rio de Janeiro - RJ.;(21) 34561003;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.86187;-43.34955
2928;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SANTA MONICA CENTRO EDUCACIONAL-FREGUESIA;33148937;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA GEMINIANO GOIS, FREGUESIA JACAREPAGUA. 22743-670 Rio de Janeiro - RJ.;(21) 31164601;Privada;Particular;Não;Sim;Mais de 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio;;-22.93636;-43.33592
2929;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL RECANTO DISNEY;33148945;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ITAMARATI, 397 CASCADURA. 21350-050 Rio de Janeiro - RJ.;(21) 24899436;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.8779576;-43.3282539
2930;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ESCOLA SONHANDO COM O AMANHA;33148953;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA VOLTA, 285 VILA DA PENHA. 21220-000 Rio de Janeiro - RJ.;(21) 30132309;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-22.846420000000002;-43.31008
2931;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESPACO DE DESENVOLVIMENTO INFANTIL CASA DA CRIANCA;33148970;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA ANTONIO RAPOSO, 311 BENTO RIBEIRO. 21550-550 Rio de Janeiro - RJ.;(21) 38305317;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.861319;-43.364421500000006
2932;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE SANTA CLARA NA PROVIDENCIA DE DEUS;33148988;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA BENEDITO CALIXTO, 94 VIDIGAL. 22450-260 Rio de Janeiro - RJ.;(21) 25123747;Privada;Filantrópica;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.9933420517246;-43.2364374869699
2933;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE CHEIRO DE BEBE LTDA;33149020;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA BOM PASTOR, 502 TIJUCA. 20521-060 Rio de Janeiro - RJ.;(21) 22849997;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-22.92974;-43.23237
2934;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CE CARLOS ARNOLDO ABRUZZINI DA FONSECA;33149119;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;ESTRADA DE VASCONCELOS S/N, 0 SEPETIBA. 23530-070 Rio de Janeiro - RJ.;(21) 23337203;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;Ensino Médio, Educação de Jovens Adultos;;-22.9590705;-43.6903469
2935;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA GISS GRUPO INTEGRADO SOUSA SEQUEIRA;33149143;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Privada;RUA AMBROSINA, 42 VILA ISABEL. 20540-120 Rio de Janeiro - RJ.;(21) 35494245;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.9207;-43.238690000000005
2936;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0102803 EDI RACHEL DE QUEIROZ;33149259;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;AVENIDA PRESIDENTE VARGAS, S/Nº CENTRO. 20210-030 Rio de Janeiro - RJ.;(21) 22247450;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-22.906999999999996;-43.1952
2937;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0204021 ESCOLA MUNICIPAL SENADOR CORREA;33149267;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;RUA ESTEVES JUNIOR, 42 LARANJEIRAS. 22231-160 Rio de Janeiro - RJ.;(21) 22455666;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-22.934;-43.1811
2938;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0227004 ESCOLA MUNICIPAL RINALDO DE LAMARE;33149275;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;AVENIDA NIEMEYER, 776 SAO CONRADO. 22450-221 Rio de Janeiro - RJ.;(21) 31111047;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos;;-22.9935;-43.2529
2939;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;0515064 ESCOLA MUNICIPAL MESTRE DARCY DO JONGO;33149283;RJ;Rio de Janeiro;Urbana;A escola não está em área de localização diferenciada;Pública;PRACA BARBOSA DE OLIVEIRA, S/Nº MADUREIRA. 21360-420 Rio de Janeiro - RJ.;(21) 34570095;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;Atendimento Educacional Especializado;-22.8649558;-43.3290864
