,Unnamed: 0,Unnamed: 0.1,Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude,Modalidade
1596,1608,1608,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0123001 ESCOLA MUNICIPAL MACHADO DE ASSIS,33087490,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"R DIAS DE BARROS, 50 STA TERESA. 20241-020 Rio de Janeiro - RJ.",(21) 22247658,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.9180871,-43.18196029999999,3
1597,1609,1609,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0123002 ESCOLA MUNICIPAL SANTA CATARINA,33087504,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA EDUARDO SANTOS, 38 SANTA TERESA. 20251-460 Rio de Janeiro - RJ.",(21) 22247685,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-22.915530899999997,-43.1915383,3
1598,1610,1610,ESCOLA PARALISADA,ESCOLA NACIONAL DE CIENCIAS ESTATISTICAS,33087512,RJ,Rio de Janeiro,Urbana,Não Informado,Pública,"RUA ANDRE CAVALCANTI, CENTRO. 20231-050 Rio de Janeiro - RJ.",(21) 22247677,Federal,Não Informado,Não,,,,,-22.918826100000004,-43.1853075,15
1599,1611,1611,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA SAO MIGUEL,33087520,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA GONCALVES, 118 SANTA TERESA. 20251-350 Rio de Janeiro - RJ.",(21) 25023194,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-22.92012,-43.19293,3
1600,1613,1613,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ANGELORUM,33087555,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CANDIDO MENDES, 109 GLORIA. 20241-220 Rio de Janeiro - RJ.",(21) 22426602,Privada,Filantrópica,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.9202866,-43.1815614,30
1601,1614,1614,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0227501 CIEP DOUTOR BENTO RUBIAO,33087601,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTR DA GAVEA, CURVA DO S. ROCINHA. 22451-263 Rio de Janeiro - RJ.",(21) 33223433,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9888,-43.2522,6
1602,1615,1615,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724502 CIEP MARGARET MEE,33087610,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ALIOMAR BALEEIRO, SN RECREIO DOS BANDEIRANTES. 22790-550 Rio de Janeiro - RJ.",(21) 34180292,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.0201097065485,-43.481095100225104,21
1603,1616,1616,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANGLO AMERICANO ESCOLAS INTEGRADAS LTD,33087628,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ALMIRANTE HERACLITO DA GRACA ARANHA, 234 COND. NOVA IPANEMA. BARRA DA TIJUCA. 22631-400 Rio de Janeiro - RJ.",(21) 33258080,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-23.00237000000001,-43.36123,30
1604,1617,1617,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE VICENTE JANNUZZI,33087644,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV DAS AMERICAS, 6120 BARRA DA TIJUCA. 22793-080 Rio de Janeiro - RJ.",(21) 23334432,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-22.998993,-43.3754352,35
1605,1618,1618,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO SANTO AGOSTINHO - UNIDADE NOVO LEBLON,33087679,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA RINO LEVI, 485 BARRA DA TIJUCA. 22793-720 Rio de Janeiro - RJ.",(21) 24384900,Privada,Confessional,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.0022515,-43.3835551,15
1606,1619,1619,ESCOLA PARALISADA,CE ALBERT EINSTEIN,33087717,RJ,Rio de Janeiro,Urbana,Não Informado,Pública,"RUA GUIMARAES ROSA, 166 BARRA DA TIJUCA. 22793-620 Rio de Janeiro - RJ.",(21) 23334434,Estadual,Não Informado,Não,,,,,-23.015253100000002,-43.465982000000004,2
1607,1620,1620,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE GILSON AMADO,33087725,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA ADOLPHO DE VASCONCELLOS, 234 BARRA DA TIJUCA. 22793-380 Rio de Janeiro - RJ.",(21) 24983010,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-23.008419500000002,-43.42954520000001,5
1608,1621,1621,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE GOLDA MEIR,33087733,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA SERNAMBETIBA, 3300 BARRA DA TIJUCA. 22630-010 Rio de Janeiro - RJ.",(21) 23336352,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-23.0085641,-43.3277231,35
1609,1622,1622,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE ALMIRANTE TAMANDARE,33087750,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA PRESIDENTE JOAO GOULART, 296 VIDIGAL. 22450-242 Rio de Janeiro - RJ.",(21) 23346813,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-22.99365,-43.2357,5
1610,1623,1623,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO INTERNACIONAL EVEREST,33087776,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA DOM ROSALVO COSTA REGO, 146 ITANHANGA. 22641-040 Rio de Janeiro - RJ.",(21) 34851050,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.99447,-43.30334000000001,2
1611,1624,1624,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0227001 ESCOLA MUNICIPAL ABELARDO CHACRINHA BARBOSA,33087784,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIA DO CARMO SOARES DO NASCIMENTO, S/Nº LABORIAUX. ROCINHA. 22451-267 Rio de Janeiro - RJ.",(21) 33223952,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9837688,-43.249896899999996,6
1612,1625,1625,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724002 ESCOLA MUNICIPAL ALMEIDA GARRET,33087792,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA GENERAL GUEDES DA FONTOURA, 470 BARRA DA TIJUCA. 22620-032 Rio de Janeiro - RJ.",(21) 31525174,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.01280898,-43.30294338,3
1613,1626,1626,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724014 ESCOLA MUNICIPAL PROFESSORA DIDIA MACHADO FORTES,33087806,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DES ANTONIO PEREIRA PINTO, 430 BARRA DA TIJUCA. 22793-070 Rio de Janeiro - RJ.",(21) 24332418,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-23.008609399999997,-43.368187299999995,6
1614,1627,1627,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724008 ESCOLA MUNICIPAL DOM PEDRO I,33087814,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA SOLDADO GERALDO DA CRUZ, 50 BARRA DA TIJUCA. 22620-230 Rio de Janeiro - RJ.",(21) 24846095,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.00943,-43.32129000000001,3
1615,1628,1628,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724010 ESCOLA MUNICIPAL FREDERICO TROTTA,33087822,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVN. PROFº. FAUSTO MOREIRA, 200 COND. BARRA SUL. BARRA DA TIJUCA. 22793-340 Rio de Janeiro - RJ.",(21) 24983934,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-23.0077861,-43.4282196,21
1616,1629,1629,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724007 ESCOLA MUNICIPAL GOLDA MEIR,33087830,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV LUCIO COSTA, 3300 COND.BARRAMARES. BARRA DA TIJUCA. 22630-010 Rio de Janeiro - RJ.",(21) 31534823,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-23.008783100000002,-43.327741100000004,6
1617,1630,1630,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724003 ESCOLA MUNICIPAL JACKSON DE FIGUEIREDO,33087849,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MAJOR ROLINDA DA SILVA, 65 QUADRA 71. BARRA DA TIJUCA. 22611-260 Rio de Janeiro - RJ.",(21) 24933707,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.008294673850497,-43.2996776806288,6
1618,1631,1631,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724001 ESCOLA MUNICIPAL LOPES TROVAO,33087857,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DO PICA PAU, 96 ITANHANGA. BARRA DA TIJUCA. 22753-705 Rio de Janeiro - RJ.",(21) 24945194,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9872431,-43.3111362,6
1619,1632,1632,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724021 ESCOLA MUNICIPAL PEROLA BYINGTON,33087865,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LUCIANO GALLET, S/Nº VARGEM GRANDE. 22785-110 Rio de Janeiro - RJ.",(21) 24281599,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-22.97563,-43.49041,6
1620,1633,1633,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0206023 ESCOLA MUNICIPAL PREFEITO DJALMA MARANHAO,33087873,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA NIEMEYER, S/Nº VIDIGAL. 22450-220 Rio de Janeiro - RJ.",(21) 33221374,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.9990323,-43.2500073,6
1621,1634,1634,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724006 ESCOLA MUNICIPAL PROFESSOR ALBERT EINSTEIN,33087881,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GUIMARAES ROSA, 166 COND. N. LEBLON. BARRA DA TIJUCA. 22793-620 Rio de Janeiro - RJ.",(21) 24380529,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.0036784,-43.3832375,3
1622,1635,1635,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724024 ESCOLA MUNICIPAL PROFESSOR CARLOS DELGADO DE CARVALHO,33087890,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"R SEN RUY CARNEIRO, 5 RECREIO BANDEIRANTES. 22790-650 Rio de Janeiro - RJ.",(21) 34172359,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.0198878755406,-43.4804813084423,3
1623,1636,1636,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724023 ESCOLA MUNICIPAL PROFESSOR JURANDIR PAES LEME,33087903,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ESTRADA DO PONTAL, 1990 REC DOS BANDEIRANTES. 22790-877 Rio de Janeiro - RJ.",(21) 34170937,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-23.0265865288889,-43.52143261585711,6
1624,1637,1637,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724009 ESCOLA MUNICIPAL PROFESSORA MARGARIDA GLORIA DE FARIA,33087911,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSOR FAUSTO MOREIRA, 250 COND BARRA SUL. BARRA DA TIJUCA. 22793-340 Rio de Janeiro - RJ.",(21) 24980528,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.007889600000002,-43.427860100000004,3
1625,1638,1638,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724005 ESCOLA MUNICIPAL REPUBLICA DA COLOMBIA,33087920,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ROSALINA BRAND, 200 PROX. COND. RIVIERA. BARRA DA TIJUCA. 22631-260 Rio de Janeiro - RJ.",(21) 33885182,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-23.003492899999998,-43.3406563,6
1626,1639,1639,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724004 ESCOLA MUNICIPAL RODRIGUES ALVES,33087938,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV GILBERTO AMADO, S/N BARRA DA TIJUCA. 22620-062 Rio de Janeiro - RJ.",(21) 31535808,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.012179999999997,-43.30124,3
1627,1640,1640,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724015 ESCOLA MUNICIPAL SERGIO BUARQUE DE HOLANDA,33087946,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV.JORN.RICARDO MARINHO, 455 BARRA DA TIJUCA. 22631-350 Rio de Janeiro - RJ.",(21) 33259221,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.0052047,-43.347100399999995,3
1628,1641,1641,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724805 EDI TRISTAO DE ATHAYDE,33087954,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"R BRAULIO EUGENIO MULLER, 405 CONDOMINIO MANDALA. BARRA DA TIJUCA. 22793-530 Rio de Janeiro - RJ.",(21) 24382241,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-23.002662706715398,-43.37597313358089,2
1629,1642,1642,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724011 ESCOLA MUNICIPAL VICE ALMIRANTE ALVARO ALBERTO DA MOTTA E SILVA,33087962,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ADOLPHO DE VASCONCELOS, 234 BARRA DA TIJUCA. 22793-380 Rio de Janeiro - RJ.",(21) 24980212,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-23.0083377,-43.4298693,6
1630,1643,1643,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724501 ESCOLA MUNICIPAL VICE ALMIRANTE PAULO CASTRO MOREIRA DA SILVA,33087970,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV ADOLFO DE VASCONCELLOS, 264 PONTOES BARRA. BARRA DA TIJUCA. 22793-380 Rio de Janeiro - RJ.",(21) 24980280,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.008554289117498,-43.429808774963,3
1631,1644,1644,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0724013 ESCOLA MUNICIPAL PROFESSORA ZULEIKA NUNES DE ALENCAR,33087989,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"R DES ERMANO CRUZ, 400 COND ALFA BARRA. BARRA DA TIJUCA. 22793-070 Rio de Janeiro - RJ.",(21) 24331530,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.0158585,-43.4562039,3
1632,1645,1645,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625808 EDI DEPUTADO PEDRO FERNANDES FILHO,33088012,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"R ENDER, 180 FAZ BOTAGOGO. ACARI. 21530-160 Rio de Janeiro - RJ.",(21) 24074069,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,Atendimento Educacional Especializado,-22.82714031636711,-43.352855695411606,2
1633,1646,1646,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625811 EDI ANA MARIA CRISTINA MARQUES RIBEIRO,33088020,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GENESIO PIRES, S/Nº FAZ BOTAFOGO. COELHO NETO. 21530-060 Rio de Janeiro - RJ.",(21) 24075599,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.829598899999997,-43.3524805,2
1634,1647,1647,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625810 EDI PROFESSORA MARISE GARCIA MIRANDA,33088039,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"ALAMEDA 26 DOS CANARIOS, S/Nº PAVUNA. 21521-380 Rio de Janeiro - RJ.",(21) 24075499,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8170379,-43.3541431,2
1635,1648,1648,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625809 EDI SEBASTIAO TAVARES DO NASCIMENTO,33088055,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"R NOSSA SRA DO AMPARO, S/Nº PEDREIRA. PAVUNA. 21530-000 Rio de Janeiro - RJ.",(21) 24075678,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8214443,-43.3606266,2
1636,1649,1649,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625501 CIEP DOUTOR ADAO PEREIRA NUNES,33088063,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA BRASIL, S/N IRAJA. 21530-000 Rio de Janeiro - RJ.",(21) 33725440,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-22.8255063481841,-43.33714566197561,6
1637,1650,1650,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625205 CIEP ANTONIO CANDEIA FILHO,33088071,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA BRASIL, S/Nº ACARI. 21530-000 Rio de Janeiro - RJ.",(21) 33726256,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-22.8289,-43.3443,42
1638,1651,1651,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625204 CIEP RUBENS GOMES,33088080,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FUNCIONARIO MESTRE MACEDO, S/Nº COSTA BARROS. 21650-310 Rio de Janeiro - RJ.",(21) 31073122,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-22.8262,-43.3686,6
1639,1652,1652,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO SABER,33088098,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"AV DOS ITALIANOS,, 1149 ROCHA MIRANDA. 21510-210 Rio de Janeiro - RJ.",(21) 33725896,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.83834,-43.34816,3
1640,1653,1653,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASSOCIACAO EDUCACIONAL E SOCIAL NOSSA SENHORA DE FATIMA,33088101,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MERCURIO 293, PAVUNA. 21532-470 Rio de Janeiro - RJ.",(21) 24748000,Privada,Filantrópica,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional",,-22.80593,-43.36336,30
1641,1654,1654,ESCOLA PARALISADA,EEES DEPUTADO HILTON GAMA,33088144,RJ,Rio de Janeiro,Urbana,Não Informado,Pública,"PRACA ENIO, PAVUNA. 21520-410 Rio de Janeiro - RJ.",,Estadual,Não Informado,Não,,,,,-22.80743025,-43.35824716675458,5
1642,1655,1655,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE JORNALISTA RODOLFO FERNANDES,33088152,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LEONARDO ANNIBAL TONINI, 0 PAVUNA. 21520-130 Rio de Janeiro - RJ.",(21) 38472091,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-22.815927,-43.3653081,35
1643,1656,1656,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE GENERAL OSORIO,33088160,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA BRASIL, 19462 COELHO NETO. 21530-000 Rio de Janeiro - RJ.",(21) 23335796,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação de Jovens Adultos,,-22.829084899999998,-43.3465872,7
1644,1657,1657,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE MAX FLEIUSS,33088179,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA ENIO, 0 PAVUNA. 21520-410 Rio de Janeiro - RJ.",(21) 23338353,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-22.8068588,-43.35864520000001,5
1645,1658,1658,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625001 ESCOLA MUNICIPAL ALIPIO MIRANDA RIBEIRO,33088217,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"R AGENOR PORTO, 01 COELHO NETO. 21511-490 Rio de Janeiro - RJ.",(21) 24070636,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-22.8362598,-43.358863799999995,3
1646,1659,1659,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625027 ESCOLA MUNICIPAL ANDREA FONTES PEIXOTO,33088225,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FAUSTO E CASTRO, SN PARQUE COLUMBIA. 21535-130 Rio de Janeiro - RJ.",(21) 24074150,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.816218799999998,-43.3403015,3
1647,1660,1660,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625005 ESCOLA MUNICIPAL CHARLES ANDERSON WEAVER,33088233,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GENERAL CARLOS PACHECO AVILA, SNº FAZ BOTAFOGO. COELHO NETO. 21530-150 Rio de Janeiro - RJ.",(21) 24072197,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-22.82889128,-43.35193713,21
1648,1661,1661,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0625009 ESCOLA MUNICIPAL CORNELIO PENA,33088241,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA BRASIL, 18476 IRAJA. 21530-000 Rio de Janeiro - RJ.",(21) 33759696,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.8259,-43.3395,3
